Tweet_Text,Label,user_name
sach mayyyy matlab hd h yaar khadd sochna chaahay okay agar ahem roz roz shoping ni kar saktay hamain bachchon wali hrkato saaey baahir ana pray ga,0,Shavi76616479
khaan sab en jaesi haaz kay naajaaiz padawaro kay bahan chod okay meetthi ddalain,2,FROZEN_PRATIK
supreme court ny nawaaz shareef karachiuniversity na aehal kaha you okay barray kya khayaal,0,MashwaniAzhar
aajaao mairi randdi maira landd khadddda hai tnhari choot aur gaandd main ghusnay okay leeey aur tumhaari cheekhein niklengi oh itna bada aur motta landd ugffg chodo zor see mazah aara autumn chodo uf aah harder,2,umershahhh
haha randdi baaz aa,2,creationz999
sotay shair nu na jagaao bhosdiwale fakebaaz,0,apj234
yih insaaneeyyat hai tum main chaatto akhrott moodishah okay divider chief india kisi ko zindah rahna are terrorist,1,Shabbir71704967
nawaaz shareef khaandaani ameer give imraan chore zakaat khore yahoodi one rupee bond shamed nothing pakistan every thing trump moodi,1,kaurnavi11
one jinhain namaaz parrhay baghaer sukoon ni ata,0,abbasikhan54
right,0,AbdulHameed4200
tum apni bahan ki barri hamain bula laina,0,ifenrysX
ratt wing islam defined authoritatively quraan isnt never dogma hold selfproven fact ranging om sociology astronomy anthropology remarkably devout shia even extreme ahmedi wont dare alter classical arabic quraan suit agenda,4,VaishaliNayak14
rona banta hi na yaar,0,Nancy14472341
pahlay bata bc apna dimaagh kab saaf karwaaeeey ga bc bilkul saaf mind say kah tha okay mujhay cat pasand ha aik rakhi be thi mar gai pata ni ki gandi soch rahta mujhay tum say yih ummeed ni tji,2,rushikapawar1
yih jism ha kya,1,AZBukhariPTI
mare minister punjab education muraad raas say request hai female teacher kay transfer policy ko easy kya jaaey jo female you kay family jahaan hain wahn per you kay duty hone chhaaeeey e per ijlaas bulaaya jaaey jaabir ali youth president,1,tootahowasaaz
ratt geo khwaja sab haq ada kar diya apnay lanati medium,2,wasifk77
maker choose transgenders f mahesh rescue sonakshi cncept naamard mardaanagi many people have tthaer mind root cz often user hijra chakka gaali hence contrast har shws real naamard,3,kehnahikyaax
aree apnay ttoh heart attack day daina tha maennay poora na read kya hota ttoh,0,MunazaHassan
iska randdi rona shuru h jaahil h yih aurat chup karwaao and apni rakhail ko daikho aansu hi nahi tham rahi h iski aapki kya lagti h aap bhi kosis keejeeey,2,Pawankhera
thank ki jagah treat chaaheeey,0,CoverDriveCric
oye hijra kutttti ka bacha gaanddu,3,guldaar
see bollywood randdi you bloody doggy,2,ijaveriarana
randdi ka short cut,2,AmbreenPTI1
imraan yahoodi ko aapki chatrol mubaarak ho,1,docyumyum
ratt abay ja na bharrway mila laikay randdi rona kar raha,2,docyumyum
ratt messsiiii bahanchod,2,NisarTapl
ruk tairi ki ch bahan lay l fact say ji fatt jaati ttoh aata kyoon hai sasti are ki naajaaiz paedaaish saalay chamar ki aulaad achchha sorry yaar jyada bol diya haan bhaai suno tairi rand maan ki ji gadhay ka lu brosdike behenbox,2,zeecr777
matlab ba yihi hi hi,0,hiayeshaa
bosdk yih tumhaaray ghar hota hai saari okay blouse mottay mottay doodh dikhaati firti hain tumhaaray dharam ki orate hindu aurat ko musalmaan ka l aachaa lagta hai yih baat poori dunya jaanti hai,1,docyumyum
shah allaah khush hogaya saal ka bacha achchhi kaprray pahan kar yahoodi ka design tha iskay kaprray per,3,ImranRaizkhani
pure teen gaey hen bahanchod fuck you twitter itte hi log ghalati follow kartay h mujhay,2,naeemba23554762
aap donon aik thaali ka camca ham pakistan ko jitna noksan muttahidaqaumimovement your msaref na pocaya qaum information ko kabhi mad nai karaiga muttahidaqaumimovement mosaref donon ko gadar hi kaha jana caiya patti yahoodi ajanton ki loton ki parrti ha ya tinon pakistan ko barbaad kna waala log haan,1,UsamaAhmedKhan
maan okay hukm par amal be karna,0,AsadSMirza1
baap badalnay ki tayyiyyari main ho kya,2,DrHasnainSaleem
ratt pehnchod saalay,2,soorajdukhii
hahaahhahahaaahahhahaah yih fatwe laga chukay hain mujhay par tairay jaesay ahmaq tlp okay hain kuchh,0,docyumyum
decided kisi celeb saaey friendship ni karni apun newbie saaey friendship karay ji be you newbie,0,docyumyum
bc yi okay shokhay okay hatt haath microphone dy diya,2,docyumyum
kaun sa hospital hai yih,0,ZOBabar1
bund garden bhosari place,2,docyumyum
yaar mara saath be yihi hota tha,0,docyumyum
yih munh parday kay leeey nahi chhupaaya yih hijra hai e leeey munh chhupaaya hai,3,AftabFakhra
bc tum ab puncture bhi mahnga lagaatay ho tumhain kya dard hi,2,meika00
sharifon ki kisi bhi zamaanat ka jo aetibaar krayga ahmaq hoga,0,UsamaAhmedKhan
baji aesa kya main na kah diya ha,0,docyumyum
main dar gae message daikh kay,0,gauravvarmani
nawaaz shareef ko bhool jaao come back patti government day thrown perished nafees banda hi jail nahi rah sakta,0,wigglyywhoops
bin tumhaaray kabhi nahi aai kya mari neend bhi tumhaari hey,0,IAmGrooottttt
random whatsapp chat sure sab doctor yahaan,0,karishmaokay
kisko vote karo bahanchod theyre taking you granted,2,TypoQueeenie
yaarrr mujhay naey pasand raha way main sid baat kar raha sana,0,ShivamsinghHF
bahanchod,2,mahobili
laikin maira ttoh past tha yes,0,Adeelbutakhail
ameen khidmat yihi okay apnay private clinic pae apni feesen kam karain please,0,sharam_diniz
drama ki story paaey depend karta h kaun see story mujhay majborr karti daikhny paaey,0,UmarJavaidJutt
abay gaanddu nature nahi rahaiga oxygen kiseeka baap daiga ssab ko,2,AbdulHameed4200
ratt lakh di lanat tairay munh tae khottay okay puttar lanati yahoodi lobby okay agent haraamkhor badzat ddalay niyaazi hatt,2,Mahiiii____
abay akhrott si shakl kay tu bolaiga ko shakl daikh khud ko daikha h itnay buray log adhar card be ni dikhtay,2,_Confused_Atma
koi wajh ho ji,0,RanveersRebel
abay haan man bhool gaya yih sasti randdi hi,2,bnawaz801
ham saaey ttoh na ho payee ga,0,Hassaanibrahim5
bahanchod messi kaheen say bhi goal daal daita hai,2,mikeyinhouston
ratt logon kay relationship ka randdi rona daikh daikh kay single hone pae proud feel hota hai,2,Sayrayousuf
nahi bc apnay sabhi laundday lagay hue hain,2,Usama7
stay alert chance raat ko kahi qudrati press conference na ho jaaey ask your viewer stay tuned qudrati press conference kabhi bhi ho sakti hai,0,AndPakistani
lanati slected government murdahbaad,2,laibaekar
multan sultaan ka theme song age saaey karwaana chiye un ka bouth famous chal raha h,0,Gaurisi89072501
ratt lrkiyu ki respect kya karo bahanchodon,2,NadeemK02105705
aik banda mairi ttatttti tweet bhi ratt karta hai bc itna die hard fan hai maira,2,SportyVishal
didi aik bar padh be laiti caa be unhain cover karta jo st december tak chukay refugee reeh rahay unhain citizenship day raha sabko nahi aur fur bolaingay dash main job nahi bc padhna likhna ttoh seekh lo tab naukari kay leeey rr karna,2,InsarZainab
ary aesay sab okay saamnay ni smjhaty samajh jaatay hen khadd hi,0,kon_farrukh
itni late ai scooby ko daikh zara,0,iamsria_
lo aunty ka randdi rona shuru ho gaya,2,AbdulHameed4200
suno ddaro you waqt say jab tum sab aik khuda okay saamnay laaey jaao gy you waqt tum sab apnay apnay guttnoon okay bal jhukay hoon gy,0,khushilovesaloo
haan wapas tairi maan ka mujra daikhnay aaya tha bharrway,1,Mohamma25933113
hate dipika randdi,2,RabNawa89459027
yaar stage thi aaj mairi parrh rahi thi,0,Kanika_licious
ab to aesay mat bolllll,0,ArchanaGhodke9
achchha kyoon kya kar rahi ho aesa okay ungliyaan nahi chala sakti bhoki kuchh kha rahi ho ghee,0,arjits__21
aik without afgani be tu hai sab say barra haraami,2,DilSyPakistan
jappi lay lay okay gand bhi marwa lay gaddar bsdk randdi okay bacche,2,shradhaarao
pubg lover haath ttootta hoa hai phir be pubg nahaai chhorrni bc,2,alone_walker07
mairi kal say good night ni hoey good morning kahan say ho ge,0,WaqixSrk3
uf bhi sorry ji agar aapko aesa lg ra hai main aap ka mazaaq ni urra rai thi,0,_SuksTeR_
mujhay be lay jata haraami,2,_Bae_Sharam_
bc kya maha fuddu banda hai yih,2,DJSHARAM
bc tujhay pata nahi ki leeey follow kar liya haraami apni auqaat dikhani hi laazimi,2,KhiladiAkshay_
quraan say phaelay ki sub kitaabon main prophet muhammad kay aanay ki khabar hay detail kay saath yahoodi isi wajh say madeenah main aabaad hoey,1,Karachi__Wali
pata hai yih jo sachchi wali mahabbat hoti ha na yih dil ya dimaagh say ni hoti yih rooh say hoti hai tabhi marnay okay bad be zindah rahti ha shaayad,0,SalehKh41134050
mara acc month suspend raha hi na thats,0,abhi_is_online
your koi btay ga kaesi company ha yih,0,ashok20
like fucking time bahanchod,2,AsifYousafPTI1
na kahti toe pata nahi zindah hoti abhi tak,0,docyumyum
ji laikin without paesay nahi phaink rahay inko properly utilize kar rahay corona say fight kay laaey aagay aap ki marzi si,0,mfstalha
chalay newbi ko dy,0,ArifRetd
maybe yih loog newbie say jealous hotay haan,0,SulamanShabir
fyp be kuj asa hi scene hota,0,Raza_Prosperity
tumhaari dp daikh kar main be ab ameen kahta hn,0,haroldshabitx1
know truth still consider ahmadiya,4,DrNadeemIqbal5
tu khasrah hay tu hijra hay tu mister ka beta hay tu ghadar bhutto ka nawasa hay tu larkana kah hiv ziyaadah bacho ka mujrim hay,3,SialkotMirza
mujhay khud pae shak ho raha kahi main yahoodi agent ttoh nahi,1,docyumyum
aapki video daikhi parra maahi ko alag nahi kar rahay hai first time you are wrong go watch pahira any hamaishah aesa hi kya hai unki strategy hi yihi thi sid okay saath rahkar usko uskay doston say alag karo,0,docyumyum
tumhaaray honay yih na honay saaey farq naheen parrhta,0,SyedShahabAli95
matlab okay drs ka say be bura haal hoga jaesa aajkal hai,0,HaniaMahetab
yih sutiya eesa baat kar raha hey jaesay ki papad tod any ki auqaat naheen hey aur pichwade akhrott todne ki baat kar raha ahey afim ganja drug aik saath milakar khata hoga bc,2,muhmmad91386117
june bahut say hain ab one,0,capricorn_lhr
yih hal hi aik din medium ny rona hi okay mithiye naheen mil rahi yih riyaasat madeenah hi imraan kay wajh say mithiye naheen ban,0,hinaparvezbutt
mujhay kya pata main ttoh wahn nahi rahti aik bar thi bus,0,docyumyum
maasha allaah khaan advertisement sab ab aap kab goverments banwanay aur chalaanay lagay,0,mahobili
tairay kahnay pae maan baap kooku chordun tairi baat pae tairi maan na chod doon,2,SalmanMalik444
mujhay ishq h tairi zaat saaey yih bataanay man dair ho gai,0,SialkotMirza
maharashtrian people many name ending karitna karkar kay mumbai ka population badha diya hai bahanchod,2,SialkotMirza
ji ny achchha likha ho,0,HamidMirPAK
aapko bagne ki zaroorat nahi ahem khod tujhay apnay saath baginge,0,Nimzz_hii
randdi ko attention chaaheeey pelo isako isaki maan bahan ko pelo isako oopar say neechay tak attention,2,mahrosh_Ik
one literally one nibbis tiktok okay khusray,3,faltubatnh
professional protestors jaamiah jnu perpetually police hq aur koi kaam nahi,0,maazkha61532249
randdi ka bacha bharwaaa ptm ka kuttaa,3,RehanJalalKhan
bruh hamnay aapkay saath aesa kaunsa zulm kya ha jo isko wpis bjna ha hamaaray father,0,docyumyum
biggest enemy pakistan nation biggest liar world imraan chore zakaat khore yahoodi khosa chief unjustice harrami dollar laikar late gaaeeey hain imraan chore samait naibe publiccalloffice musharraf chamcha jaawid bayghaerat suhoolat kaar patti,1,purefm_play_bln
aap jo account bata rahay hain yih ghalat hai ji say tweet aaya without hi asl account hai au account par khaleel ki video aai hoi kah yih maira asli account hai,0,naveeditaly73
kuchh nahi be aap ki yad aa rahi thi,0,Biblio_phagist
india waalay ru rahay ha maadarchod gaandd phattnay lagi ro paray gaey ka paishaab peenay waalay hamsay larray ge,2,TheViditsharma
kaun see treat,0,sparklexe_
ahmaq tha hai aur hamaishah rahaiga doesnt give shit ministry,0,saadify
main ny ab ki bar bhi karna hi,0,Sayrayousuf
kaun kya matlab,0,khanksa1111
ji ammi waapasi pae dahi laita hoa aaoon ga,0,HiraAinterior
nargas ki id thick say laga lo number pae,0,AzharSiddique
dushman bhi kha bhi poora liya aap any,0,jazzykimemes
haha look state mind pakistani couldnot even read properly latest randdi china pakistani,2,AbdulHameed4200
youthiye yahaan bhi kutton ki tarh bhaunk rahay,2,DrSyedAlireza1
kya bat tairi durani tujhay sikh awaam ka koi ddhang kay bat nai tweet kar sakta,0,asmajibran1
people really donot want listen shit bahanchod talking never good idea,2,PakhtonL
ho bahanchod itnay tthandday hawa chal rahi hai yih chootiya ghar kay chat par bol raha summer whaa,2,Faizansaddiqu11
areyy kahan kya delete administrator bhaai kuchh bhi mat daal usko achchha dikhaanay kay leeey saali fake feminist,2,todaydanceradio
haha bachchah h abhi samajhaiga kabhi na kabhi,0,MoonisElahi6
kutttti okay bachay apnay baap saaey tameez saaey bat kar i saalay tujhay bhi dunya main pakistani e lay kar aaya aah gandi aulaad rundians lundian nation lundian people,2,Bushra12603221
usi din aapka dimaagh aapkay leeey life jacket ka kaam karaiga,0,kyayaaarapurv
yaaaaaaaaaarrrr bahanchod sakoon kidhar hai sakoon,2,QsameerS
real ideal main farq hai na ideal yes you say,0,arcticmonkeysgf
you bicharey ka bhi to personal hai,0,candycanetwists
stop chutku is barri jitna marzi drama kar lo sach naey badal sakta you respect,0,ShahSaaeiyn
abay main bhool gaya tha samit pattail england say hai accent say yaad aaya,0,AsadAToor
aik college waalon ka koi deen eemaan hi nahi hi hrr haftay monthly test ka dhong rachaty hi bharrway,0,TanyaGhosh2312
jab banday baat kar raaey hon randians ko beech man ane ki zaroorat ni gashti kay bachay,2,AbdulHameed4200
pata ha na john khaleesi okay saath aakhir kya karta ha,0,JagjeetAJ
zaroor likhain phir jab ban hoga onair honay say pahlay ttoh ham phir campaign chalain gay wooowwww,0,AnayaNKhan
mairi taraf saaey tu hi tairi taraf saaey jo bhi ho,0,Bollyhungama
baysharm insaan jab chori corruption hoti thi tab yih kutta corruption ki bat karnay ki bajaaeeey sharaab ki bottle ddhoonddta tha ab kuttay ki bhaunk sono jo pmik okay barray kah raha h kuttay ka kya haq h kisi ko yahoodi khaaey lanat kuttay par haram ki nasl,2,Walisyed8
allaah ka shukr hay khaereeyyat say haan aap kaesay haan aur kahan ghaaib thay,0,zimibrass
without kahti ha mahabbat kartay ho tu ka load bhejoo kya karay ab baychaarah zaigham,0,KashiC7122
tareef khuda ki ji ny jahaan banaaya menu haseen banaaya taenoon tae bus mgru e laaya,0,Pathaan_25JAN
gand okay baal tujhay mana kya apni family shajra yahaan na bata bahan chod dallay raha na tu koi gand ka kharora kisi aanay shareef ki paedaawaar,2,Dr_YasminRashid
sir ka tu saal say fan hon okay muqaf khiyalaat say agreed hon okay yahoodi conspiracy okay barray lafz ba lafz bayaan suchai hai,1,Cynosure100
aesay kaun marta hai,0,wasifk77
matherchod tab kaha jan sid any aasim ko dhakka mara tha aur aaj aasim ki ghalatiyaan nikal rahay ho bahanchod promo hai kal ka episode daikhna phir bakchodi pelna,2,Non_graata
ratt haan maloom hai apnay baap ko mat sikha,2,Nehu___
dost khotay jaarahe hain daikh ham barray hotay ja rahay hain,0,TheDilliMirror
yih sunny saaey pahlay mujhay qabaz thi feeling better,0,lumb3rjac
gaao mutr peeo tum log lodu awkat bana phir aakay munh lag randwa saala,3,beena_681
koi mujh jaesa masoom hai yahaan jiska february koi taalluq waastah nahi,0,SdqJaan
persecute muslim laughingmyassoff thriving like community india give ahmedi freedom talk muslim ug anywhere else,1,Flyingninja__
okay without madarsa ka you ko chhorro international medium saying economy government economy crisis,0,Tiya0110
major islamic party soon merge create islamic revolution line iran overthrow callous action activist arrested stopped make situation worse told ahmaq khaan reconcile,0,jikhlaq52
sir aap mar kyoon nahi jaatay bc,2,Faysal_Chaudary
sikh yahoodi qadianio ka yaar imraan niyaazi,1,_stkhan
aik heater hi ki warmth hai zindagi bhenchodusme bhi gas chali jaati hai someone nuke country bomb mf bomb,0,abd40096075
kamaal hai month okay baad achaanak use laga okay without fake hai you say mastermind saal ka immature aapkay sid ki mahira aur rashmi any bola showing you mirror,0,ps_itsnotme
tu match aur mujhmain say kisay choose karaiga,0,DJSHARAM
ilaan ka result yes hu ga matttti paao,0,Humtvnetwork
array bhaai inka koi mazhab nahi hota equal committed heinous crime khaer mairi yihi dua hai kay without ladki kay maan baap ko allaah sabr day,2,tru3h4t3r
tairi bahan ko chod any waalay hai,2,MrThoughts789
ddanddi say patti tairi body hai gaandhi ji ki dhoti main chhottay akhrott,2,apj234
jo tairi maan ki nangi tasweeren banwa kar pakistan banta karta tha tha wuh imraan ni farari shareer loharan qatar wali ka aaba tha sale bharrway,1,AbdulHameed4200
bajwa kaun sa tri bahan okay ghar bomb chala okay aaya h namak haraami koi aap say jaanay,2,Drimran96753779
ha mat daikho na apni mahira ki tarh yahaan pae bhaunk kyoon rahay ho ghattya show karkay waesay bhi mahira ka ladt week hai ghar,2,Sue_Centric
tairi maan ki choot ddalay dabu zulfi bukhaari ka naam ecl saaey ghanttay nikalwa liya tha you saaey koi guarantee ni li gae thibhen chodo awaam ko chootiya banaaya hoa haikanjro,2,paryaze0786
youare surely unwanted atleast india apna randdi rona kahi aur ja kay karo na may pakistan turkey give muslim woman due respect seek top theyll also gift burqa wear hide face,1,iremhihi
lahore ki chaaey coffee say bi masa hai inko dafa jo jaao hamaaray shahr say randdi pls,2,V1KKYPEDIA
ab aesa scene hota hai kay agar kuchh hoa ho tab bhi doston ko yihi kahti hoon sab saheeh hai,0,V1KKYPEDIA
bhosdiwale chachd tu pahlay gsmr chod bahanchod,2,Mhkxyo
phuddi kay unblock kar,0,thatawkwardhoe_
lakh ka mushroom tairi maan daikay gai thi ya taira baap rakh kay gaya tha kaudi kay cell kay pille,2,ArdhRaktYuvraaj
abi tak koi khabar nahi aysisubha say koi news paper parrh leeey hn,0,jaidee02912676
mujhay pata hota ttoh main ny yes tweet nahi karni thi,0,muqadasawann
erdogan ki permission say israel apni hawaai jahazon ki practice turkey ki fizaye hudood may karta hai turkey say wuh boot uniform israel jaatay hain jinko pahan kar yahoodi baetth _ul_ muqaddas may dandata phirta hai turkey israel ki tijaarat barrhti jaarahi hai,1,sayeed77766
yache diya tha mujhay mbbs degree show karnay ko jab maennay bola indian visa dikha bhaag gaya saala hijra,3,sibtainnawaz
gashti aurat tujhay koi amreci ni mila abi tak jo tairi garmi ko thick karay kisay gashti maan ki baitti,2,Syed67975415
lanat hi tairi aagli pecchli tweet pae tum pae qadyanion pae kuchh,2,meriduniya_teju
tairi maan ki kus bharrway yih kya bakwas ki hai,2,AbdulHameed4200
poora padh message halala ki aulaad,4,warr_oo
fuck man pain traveling bahanchod yih naya e corridor khul gaya hai,2,SRKsRanGer
drop name shoutout,0,Gangstaforever2
kodi ki randdi hai,2,madforpranalii
randdi saali maadarchod,2,SnowWhite2233
mulk main islam aurat okay libas say start ho kar isi pae kyoon khatm hatta h,0,gillk0mal
yih song khaan say ageye between thanks bear,0,karannpatelll
hazaaron zakhm aesay thay okay siltay achchha tha be tumhi ko hamnay chaaha tumhi miltay achchha tha,0,pantastic_pant
promised father hijra,3,duhhhshaykh
bahanchod install dp chura liya maira gaanddu,2,AbdulHameed4200
