Tweet_Text,Label
agar officer aesay karay ga ahem kya karay ge,0
ab be kar rahay hain mairay ham naam,0
achchha ab bataao kahan busy thi,0
har kisi kay father ya ration card milaiga aadhar mile ga passport school ka certificate janam pramanpatr koi zameen ka tukda koi padosi jo tum jaantay ho kaafi hai apni pahchaan bataanay kay leeey government aur bhi list add karaigi agar kisikay father inn main saykoi document nahi,0
sach mayyyy matlab hd h yaar khadd sochna chaahay okay agar ahem roz roz shoping ni kar saktay hamain bachchon wali hrkato saaey baahir ana pray ga,0
supreme court ny nawaaz shareef karachiuniversity na aehal kaha you okay barray kya khayaal,0
sotay shair nu na jagaao bhosdiwale fakebaaz,0
one jinhain namaaz parrhay baghaer sukoon ni ata,0
right,0
tum apni bahan ki barri hamain bula laina,0
rona banta hi na yaar,0
aree apnay ttoh heart attack day daina tha maennay poora na read kya hota ttoh,0
thank ki jagah treat chaaheeey,0
matlab ba yihi hi hi,0
maan okay hukm par amal be karna,0
hahaahhahahaaahahhahaah yih fatwe laga chukay hain mujhay par tairay jaesay ahmaq tlp okay hain kuchh,0
decided kisi celeb saaey friendship ni karni apun newbie saaey friendship karay ji be you newbie,0
kaun sa hospital hai yih,0
yaar mara saath be yihi hota tha,0
sharifon ki kisi bhi zamaanat ka jo aetibaar krayga ahmaq hoga,0
baji aesa kya main na kah diya ha,0
main dar gae message daikh kay,0
nawaaz shareef ko bhool jaao come back patti government day thrown perished nafees banda hi jail nahi rah sakta,0
bin tumhaaray kabhi nahi aai kya mari neend bhi tumhaari hey,0
random whatsapp chat sure sab doctor yahaan,0
yaarrr mujhay naey pasand raha way main sid baat kar raha sana,0
laikin maira ttoh past tha yes,0
ameen khidmat yihi okay apnay private clinic pae apni feesen kam karain please,0
drama ki story paaey depend karta h kaun see story mujhay majborr karti daikhny paaey,0
koi wajh ho ji,0
ham saaey ttoh na ho payee ga,0
stay alert chance raat ko kahi qudrati press conference na ho jaaey ask your viewer stay tuned qudrati press conference kabhi bhi ho sakti hai,0
multan sultaan ka theme song age saaey karwaana chiye un ka bouth famous chal raha h,0
ary aesay sab okay saamnay ni smjhaty samajh jaatay hen khadd hi,0
itni late ai scooby ko daikh zara,0
suno ddaro you waqt say jab tum sab aik khuda okay saamnay laaey jaao gy you waqt tum sab apnay apnay guttnoon okay bal jhukay hoon gy,0
yaar stage thi aaj mairi parrh rahi thi,0
ab to aesay mat bolllll,0
achchha kyoon kya kar rahi ho aesa okay ungliyaan nahi chala sakti bhoki kuchh kha rahi ho ghee,0
mairi kal say good night ni hoey good morning kahan say ho ge,0
uf bhi sorry ji agar aapko aesa lg ra hai main aap ka mazaaq ni urra rai thi,0
pata hai yih jo sachchi wali mahabbat hoti ha na yih dil ya dimaagh say ni hoti yih rooh say hoti hai tabhi marnay okay bad be zindah rahti ha shaayad,0
mara acc month suspend raha hi na thats,0
your koi btay ga kaesi company ha yih,0
na kahti toe pata nahi zindah hoti abhi tak,0
ji laikin without paesay nahi phaink rahay inko properly utilize kar rahay corona say fight kay laaey aagay aap ki marzi si,0
chalay newbi ko dy,0
maybe yih loog newbie say jealous hotay haan,0
fyp be kuj asa hi scene hota,0
tumhaari dp daikh kar main be ab ameen kahta hn,0
aapki video daikhi parra maahi ko alag nahi kar rahay hai first time you are wrong go watch pahira any hamaishah aesa hi kya hai unki strategy hi yihi thi sid okay saath rahkar usko uskay doston say alag karo,0
tumhaaray honay yih na honay saaey farq naheen parrhta,0
matlab okay drs ka say be bura haal hoga jaesa aajkal hai,0
june bahut say hain ab one,0
yih hal hi aik din medium ny rona hi okay mithiye naheen mil rahi yih riyaasat madeenah hi imraan kay wajh say mithiye naheen ban,0
mujhay kya pata main ttoh wahn nahi rahti aik bar thi bus,0
maasha allaah khaan advertisement sab ab aap kab goverments banwanay aur chalaanay lagay,0
mujhay ishq h tairi zaat saaey yih bataanay man dair ho gai,0
ji ny achchha likha ho,0
aapko bagne ki zaroorat nahi ahem khod tujhay apnay saath baginge,0
professional protestors jaamiah jnu perpetually police hq aur koi kaam nahi,0
bruh hamnay aapkay saath aesa kaunsa zulm kya ha jo isko wpis bjna ha hamaaray father,0
aap jo account bata rahay hain yih ghalat hai ji say tweet aaya without hi asl account hai au account par khaleel ki video aai hoi kah yih maira asli account hai,0
kuchh nahi be aap ki yad aa rahi thi,0
kaun see treat,0
ahmaq tha hai aur hamaishah rahaiga doesnt give shit ministry,0
main ny ab ki bar bhi karna hi,0
kaun kya matlab,0
ji ammi waapasi pae dahi laita hoa aaoon ga,0
nargas ki id thick say laga lo number pae,0
dushman bhi kha bhi poora liya aap any,0
kya bat tairi durani tujhay sikh awaam ka koi ddhang kay bat nai tweet kar sakta,0
haha bachchah h abhi samajhaiga kabhi na kabhi,0
usi din aapka dimaagh aapkay leeey life jacket ka kaam karaiga,0
real ideal main farq hai na ideal yes you say,0
you bicharey ka bhi to personal hai,0
stop chutku is barri jitna marzi drama kar lo sach naey badal sakta you respect,0
abay main bhool gaya tha samit pattail england say hai accent say yaad aaya,0
aik college waalon ka koi deen eemaan hi nahi hi hrr haftay monthly test ka dhong rachaty hi bharrway,0
pata ha na john khaleesi okay saath aakhir kya karta ha,0
zaroor likhain phir jab ban hoga onair honay say pahlay ttoh ham phir campaign chalain gay wooowwww,0
mairi taraf saaey tu hi tairi taraf saaey jo bhi ho,0
allaah ka shukr hay khaereeyyat say haan aap kaesay haan aur kahan ghaaib thay,0
without kahti ha mahabbat kartay ho tu ka load bhejoo kya karay ab baychaarah zaigham,0
tareef khuda ki ji ny jahaan banaaya menu haseen banaaya taenoon tae bus mgru e laaya,0
aesay kaun marta hai,0
dost khotay jaarahe hain daikh ham barray hotay ja rahay hain,0
yih sunny saaey pahlay mujhay qabaz thi feeling better,0
koi mujh jaesa masoom hai yahaan jiska february koi taalluq waastah nahi,0
okay without madarsa ka you ko chhorro international medium saying economy government economy crisis,0
major islamic party soon merge create islamic revolution line iran overthrow callous action activist arrested stopped make situation worse told ahmaq khaan reconcile,0
aik heater hi ki warmth hai zindagi bhenchodusme bhi gas chali jaati hai someone nuke country bomb mf bomb,0
kamaal hai month okay baad achaanak use laga okay without fake hai you say mastermind saal ka immature aapkay sid ki mahira aur rashmi any bola showing you mirror,0
tu match aur mujhmain say kisay choose karaiga,0
ilaan ka result yes hu ga matttti paao,0
ab aesa scene hota hai kay agar kuchh hoa ho tab bhi doston ko yihi kahti hoon sab saheeh hai,0
phuddi kay unblock kar,0
abi tak koi khabar nahi aysisubha say koi news paper parrh leeey hn,0
mujhay pata hota ttoh main ny yes tweet nahi karni thi,0
drop name shoutout,0
mulk main islam aurat okay libas say start ho kar isi pae kyoon khatm hatta h,0
yih song khaan say ageye between thanks bear,0
hazaaron zakhm aesay thay okay siltay achchha tha be tumhi ko hamnay chaaha tumhi miltay achchha tha,0
logon ki maan ka bhosra,0
array mazaaq tha bhaai,0
gir pare mairi tarh kal main seereon say gir gaai thi,0
aurat khiloona nahi h ji say sukoon laina h be you okay saath bahut say cheezain jurri hain yih aik mahabbat ka rishtah h aik ehsaas ka rishtah be h aik aayat na focus karain be aagay peechhay be daikh lain sada alfaaz main tarjamah be kar diya h,0
yaar without nahi laitay maray ko,0
samjha ttoh danga ba yih mat bolna evm hack ho gai,0
main ny apni daadi okay phone ki brightness kal sham say zero ki hoi hai ab main un say rupee lay kar un okay phone ka bulb change karo ga,0
kuchh nahi hoa mujhay,0
munh ko chup lagh jaati ha fr pata ni kyoon,0
tum kay ham karti thi waqat kay saath,0
jo auratain aurat march ka ghalat faaidah uttha kar ghattya slogan ko promote kar rahi hain yih aurat kay asl masaiyal say dhiyaan hatta kar har aurat kay saath bahut zulm kar rahi hain aur zulm kay khilaaf allaah bahtareen faeslah karta hai,0
baysharm insaan kya apni maan kay saath bhi tarh baat kartay ho,0
karnay waalay phir be kartay hain jinhon ny karna ho naaf unhain kuchh dikhaai ni daita,0
koi nai wa literally dope mean entire stock,0
ji okay paas power ho na wuh paisaay okay peechhay nai bhaagta paisaa khud you okay paas chaal kar aata hai aagay aap khud samajhdaar ho,0
aurat ko bhi khush rahnay ka haq hai rule life,0
oh ho koshisha jaari rakh hole hole weseya shaadi tak ta weseya,0
wah aaya aap okay father are mubaarak mujhay ho,0
fun itna serious mat lo,0
sir agar aap any mahngay nai ki you par notas aap lay saktay hen jab aap any mahngay ki nai usay roktay kyoon nai aap postmeridiem ho kar bhi mahngay par roktham nai kar saktay mihrbaani kejiy chhottay chhottay bachay hen hamaaray kuchh khayaal karo khaan saahib,0
guy make trend bcz hamaaray pakistani frnds ko hamaari zaroorat hi social medium kch be karwa sakta phir chaahay without achchha kam ho ya bura two please aik achchhi kam ka hissah bn jay,0
ki qurbaani sub say barrhi hai ko tahpar saari umar yaad rahain gy,0
rakho faasilah nai chhaaeeey na achchha rishtah,0
coronavirus ko kaesay rok saktay bus you okay father jaao aur kaho na karo na virus,0
band main har performer achchha tha siwaaey kay junoon kay naam pae aaj tak paesa kama raha hai har gaanay main ba gala phaarr kar cheekhta rahta hai,0
bharrway khaddddi pahan gaandhi ki tarh tu suna hay lakh ka suit pahenta chootiey wasting tax payer money aur chootiya banana baandh kar,0
qasam saaey par ab nahi rahay ji without izzat tairi mairay contact main,0
ary yaar bataao saheeh aesay kaesay mujh say kartay ho aur mujhay pata bhi nahi hai kay ki wajh say,0
mairi tu naam are dp daikh okay hi hansi nikal jaati jab be daikhoon,0
neend okay leeey koshish nahi mihnat karni parrti ha,0
follow back kardo agar naheen kya tu,0
id like believe zafar penned well ha relentless campaign prominent personality prove otherwise aajkal waesay bhi history dobaarah likhnay ka zamaanah hai,0
sir allaah aap ko himmat aur taaqat dain aameen,0
ratt mairi naseeb daikh tu mairi valentine,0
inmain say kisi say fb nahi milta madam,0
kaun ziyaadah jhoott bolta hay larrkiyaan larrkay sach banttna,0
itna chaaho tujhay koi ksii ko na chaahay,0
wah rupiyay okay aashiq,0
sir next kaunsay television pae,0
aap say kam,0
godi cant believe someone dumb khud ki apni baat say mukar gaey haan zaroor check karo tweet dobarakis any mairay tweet pae reply kya ki any article ka screenshot send kya main any tau ba major ki tweet pae aik gif say respond kya thakis any apni naak ghusayi,0
mairay comment pae aapko ghusa nahi ata,0
na samjhn aap,0
kya hoa hai aap ko allaah bless protect aameen,0
sir tell honestly koi aesa medium hona chaaheeey na discuss politics friend banaanay okay leeey facebook hai na,0
main chanay baich raha hoon rupiyay paao,0
waesay aap any ki thi tweet,0
bhaai tum any pahlay bola kay hamain bomb blast nahi karnay aatay etcetera kya ajeeb ajooba ho tum waesay,0
hn tu lagtay hn be ttheek ay raula laazimi pana,0
govbeghairati ka muzaaharah kar rahi hai,0
hamaaray leeey bhi dua kya karain hamain bhi bulaawa ho,0
pls islaami taleemat ko mat target karo allaah kareem aur humerey pyaary nabi saw kay har baat main hikmat aur insaan kay kaamyaabi hai agar mard kay achchhi sihhat ho to aik beewi usko poora time nai deh saktei phir sabr aur bardaasht hai,0
might right point view laikin aik dafa gore saaey saari tweet parrho usnay word ghalat choose kya hit point uski sirf yihi picture aesi ni har picture jo karti usmain yihi kuchh prominent hota haijab aik aurat hi apnay aap ko yoon neelaam karay ji to bakio saaey kya ummeed,0
jahaan paai tag karo wuh video please koi jahaan arshi wali krio,0
itna sar dard ho raha hai shauhar hota sar daba raha hota waqt,0
okay snapchat pae aah jana,0
fazl_u_ chhuttiyaan yes kara bharrway,0
kuchh ni your bored,0
aapka fb mujhay kab milay ga,0
daanish say poochh lo,0
tu schii fasadi h,0
ratt nikkah kay baad kya hota hoga,0
noon league agar khaati thi to lagaati bhi thi ab to main bhi baat pae yaqeen karnay lag gaya hoonyeh patti waalay bharrway ba khaai ja rahay hain aur laga thullu bi ni rahay lakh naukriyan aur lakh ghar ka daawah kya thamazay ki baat mairay jaesay paagal any maan bhi liya,0
kitnay logon saaey piyaar karna ha aap ny,0
ny aaj kal barrha be bahut rakhi ha,0
pahlay grab karo bad kfalt karo achchhi policy ha,0
ni february say parrhna maennay liya day,0
shukr hay allaah ka apna khayaal khud karo na warnah karona virus gaya hay,0
ratt aik din tu na milaiga taira naam phir bhi rahaiga ali zafar said long time ago best song among anthem psl,0
achchha ub yih sunti hoon tab tak aap yih search karo youtube pae okay twiter okay notification kaesay clear hotay,0
someone skill believer postmeridiem,0
koi you ki bhi majboori ho ji shaayad,0
self love bahut hogaya ab mujhay someone el love chaaheeey,0
donot understand whats causing retaliate much denying zab rallied antiahmadiya stance ziya wasnt better either saying also thats even point tweet,0
umamah ny banay thi mairay leeey main ny bana di umamah okay leeey,0
uskay jootay daina jo tairay per main tight aata hai gift agar bhool jaaey,0
okay badi di aapsay baat karkay aacha laga im sorry earlier reply,0
itnay like comment mujhay miltay main khushi saaey foot ho jata,0
kyoon nai sir aap bismillaah karain insha allaah ham aap okay saath hon gaey,0
haha sabko dn ga aik sth dm kar username ni yad rahta,0
allaah tala aap ko slamt rakhay hanstay muskuraatay raho,0
right yih ahmaq following ko baywaqoof bana raha hay,0
ab saelaab aa jaaey ga,0
unko yih video send kay manay,0
agar maan angrejan hoti kasa hona tha,0
maguire lindelof shaw matic martial started first team laughoutloud also check liverpool lineup shrewsbury first team ka sirf fabinho hai you any bhi weekend pae minute khaila tha sirf,0
ab inka haal you mazloom bachchay jaesa hai jisko qaari saahib nay mazzay lainay kay baad paesay nahi diey na bata saktay hain na dikha saktay hain kay kya hoa,0
ahammiyat daitay tumhain tum pahlay be nai daiti thi,0
listening psl anthem yih sunny okay liya itna intizaar kya tha,0
dil kisi say tab lagaana jab dilon ko parrhain seekh lo har aik chhairray ki fitrat wafaadaari nahi hoti,0
aaey andar andar say ttootta hoon main,0
beech main tairi maan ka pahla yaar,0
ko nakla kyoon pata hai,0
dafa naw use kya karo yih sach main,0
sai hi ham bhrpur hissah ddaalain gy,0
mujhay nahi pata,0
yaar main nay ab tak dm bhi ni kya kisay ko bhi,0
apni dunya main jo internationalmonetaryfund kay dunya see bahut door hay,0
na milo koi zaroori hi,0
oye koi nikaah hi karwa,0
aaj kuchh aesa hoa without hamaara father hota hoa be father na thay,0
tairi koi be video daikh okay tum pay tar ata ha drama baaz,0
nahi roko main tweet kar kay betati hon saahib ko,0
wah kaun hai eshal,0
sab bata doon kya,0
hamaishah fareeq haq par hota yahaan pae tairay mutaabiq kaun bata agar tairay itni hi mahabbat tujhay yaqeen hona chaaheeey beebi faatimah ko sab pata kay huzoor pak with any kya farmayaunho any bila wajh apna haq nahi maanga jo baat thi tune kar di safayan na paish kar,0
bagrat aurat hain allaah karain aska hal bhi qindeel baloch ki taara ho aur inshaaallaah aska yihi hal hoga,0
tumhain kasay bol sakta ho tum aqlmand ho bahut ziyaadah,0
part hareem shah qandel baloch okay bad yih chanay wlai hai,0
abhi bhi january khatm honay man din parrha hoa hai,0
shaanti sabnay daikhi thi jab dash main aag lagay ja rahi thi,0
sir hamain ghantta kuchh naheen pata project kay baaray main regard,0
chaattay number waala case na be suntay koi farq nahi paadna tha,0
bhaai kilometer tha apni bahan ki hifaazat okay leeey okay uski bahan be aagai,0
yih jihadi aurat kay mhu mat laagu sir inn jihadi logo ko kabhi bat samajh nahi aati,0
your scooby yih ghalat ha,0
lahore high court nah ha jo jeet jayngy logon ny pak okay bera jhirrak kya hoa ha wahn okay nizaam mazboot ha wahn bhi andar hongay wow aasmaan sa gira khajore attka,0
aasim saaey kaun marry nahi kaaran chhaaeeey ga neera ishaaq,0
sab jaantay sir ham punjab kay log aapkay saath,0
nahi beemaar tha bittiya tha shaayad yad nahi tmhaa,0
ami jan kahti thi koi reply chhotta ya barra naey hota hahahha rakh liya aapka reply hussnain bhaai,0
are agar koi dil maang lay phir uski tu khaer nahi hogi,0
wuh tu hai sayani ho gae ho,0
sab pata h,0
aurat barri piyaari cheez h khud hi ghalati kar okay khud hi naaraaz hu jaati h,0
haan yrrr come back kya aaj yad aaya okay aik ozaie bhi thi hamaari,0
ab yih khabar kaun phaela raha hai okay nam ki larrkiyaan chorniyan hoteen hain,0
mairi tweet pi apna gandah dimaagh lay okay aagaya tha,0
yaaaaar na karoon pahlay hi zindagi ki koi set nai chaal rahiab tu haad hi hogaey,0
ji likha hai ab aap ko itna tajasus hai tarjume say parrho quraan aahadees main yih baat maujood hai,0
mairi english itni kamzor hai kay mujhay pata he nai ta best friend forever main forever ka matlab month hatta hai,0
shaahzaib bhaai ji din aesa ho giya phir mean tabdeeli aa jaaey ge laikin aesa ho ga ni,0
ratt shairon hi dosti achchhi lagti ha,0
nahi lay okay bhi jaati hoon wahn main use bhi karti hoon roz laikin aaj time nahi mila,0
aap bhi nazar nahi aa rahi,0
ni ho sakti karachiuniversity kay larrka larrki thi,0
everytime leaving islamabad abba hold hand say phir kab aao ji thats make think bhar main jaaey university mujhay aapkay paas hi rahna hai baaba,0
adalati nizaam main insaaf okay kattaan fukdana per kissay istefah daina chaaheeey,0
oh kuchh kha lo na sorry mujhay pata hota picture okay saath tweet karti,0
allaah any aaj bahut sakoon day diya hay alhamdulillaah alhamdulillaah main bahut dinon okay baad ajeeb say kafiat say nikli hon alhamdulillaah,0
pak ki embassy yihi kah sakti ha kya kahna inhon na,0
dear bestfriend tairay bin dunya end hai yarrrr,0
ratt qindeel baloch okay bad mufti abdul qawi ki hareem shah okay saath bhi tasweer viral hogai awaam ki tanqeed shuru,0
shukriyah islaah karnay kay leeey isko delete kar daita hu,0
february okay leeey room mile ga baetth okay rona hai single hoon bhaai,0
sub saaey pahlay qiamut okay din namaaz ka poochha jaaey ga,0
kachra london chala gaya without utthna tha khaer aeb bri tairi hey,0
ratt khuda maut day tjhe bharrway laash bhi na milay tairi chotiay,0
worst part people donot understand cant eat think aap ddraamay kar rahay ho,0
mujhay be poochh,0
jab firshty tuii paaey garm chimtay lgyn sakoon mil jaaey ga,0
jo gaaoon main baetthi hain kya aapko lagta hai okay unkay ghar waalay unko march main aanay dengai unkay haalat daikhay hain ajeeb cheezain expect kartay ho jo weak hai uskay leeey march horahi hai jo apnay leeey khara nai hosakta uskay leeey march hai,0
bharrway diwali par saari patakhe china say lakar phodte hu tumhaari apni kya ukat hai air pollution daikha hai delhi noida ka,0
maray dil par churita chalti ha jab tum asa karti,0
yes sub wuh ho bhi nahi sakta tum ho gay sajal ki uski shaadi hai february main,0
be jaldi say february aajaaeeey,0
jala okay dil bujha diya tu yih bata thi kaesi yih deewaanagi,0
to phir baji daido usko apni kisi nachnay wali aurat okay bachay difference be daikh okay psl ka season h laikin ipl psl saaey pahlay ka start h jab psl ko itnay saal hojaaey gy tab compare karlaina,0
bhaai gave respect agar koi problem hai ttoh video mat daikho simple,0
nahi block nahi karna iski twitter id bhi main ny khud bana okay di thi,0
study karnay baettho ji khayaal khud aaey ga yaaawr yih achchhi thi yih daikhti hn,0
one literally one bhaiii ham tu legend h tension hi nahi laitay laikin agar koi thoraaa sa ignore be kar den tu poraa din tension lay lay kar guzar jata h,0
aik rooh bhatakti phir rahi hoti hai,0
haha thi kaun ji ny choorna tha tweet hai,0
aur jaesi ghattya aurat kay munh say yih bat achchhi ni lagti logon ko garm karnay wali machine,0
bilkul saheeh faramaya aap nay saeyyidah,0
you okay dm apply karain kya kar sakti,0
dil ki aawaaz,0
apnay bury khwaabon per sadqah deny lag jaaoon to saari pay sadqah deny hi lag jay,0
koi umar nahi kisi be umar main ho jata ha,0
yih aap ka number hai,0
ratt hamaaray gaaoon main sunset ka nazaarah daikh lo goizz,0
haan tairi phuddi ki peyass nahi bujhti naw br br ab kin kaprray outary tu ny awaxx di main tairay oopar kaesa,0
aapki feeling samajh saktay hain leeey ham aapkay haq dua kartay hain okay allaah aapko be daanish jaesa huzband da ameen,0
haha daikha khandayat kay naam par kitna fatgayi aray munh ki baat kar raha hoon baki sab tairay bahan batayegi,0
mar jay gy aik din tairay bol sahtay sahtay,0
isay kaun nahi janta,0
aik channel par ghalat khabar chalnay ki dair hai baaqi saari channel you ki copy kar kay pooray pak ko jala kar rakh daitay hain,0
bat suno mujhay aap say aik kam hay,0
oh bhenchodv yih ki okay haathon twitter aagaya,0
ji yih tu pata ha abu bakar are tu bahut e kamaal insaan thay allaah un per apni karrorron rahmatain naazil frmaey,0
dafa ghar jay ga tu okay karwa li yih waala scene,0
mard hu na mard mard,0
aho ya tu phir bomb saath lgayaain na phir tu pata chaleeey,0
hahhahah aapko mazaaq lag raha hai main ny sach main bata daina,0
ab samajh be jaao na,0
aik mint marnay okay bd kaun bat karta h dffr,0
ha ha main lucky tha mairay ko ed dost mila college main usnay mairay ko aesay singer sunwaye tab say english ka taste aikdam mast hai maira,0
sir yih dunnya barri ajeeb ha tabdeeli say pahlay without insaan ko khatm kar daiti ha,0
apnay gawaah banna hay ya marriage hall ki booking karwaani hay karnay deen jo kartay haan,0
bataaein na anpado ko bhi haq hota hai,0
passenger ko black list main ddala hai aur kuchh kya nahi hai rule violet mat karo shaanti say jaao koi kuchh nahi karaiga,0
khaton e jannat haq par thi kya okay leeey kasi daleel ya behas ki zaroorat hai dub okay mar jaooo nabi okay nam par jan qurbaan karnay ka dawa karnay waalon musalmaanon,0
achchha na ja ro mat,0
haan poochha tha ab jhoott mat bolo,0
aamir bhaai lahore qalander achchha khail gaey aamir bhaai without bhi aesay khail kar gaai thi,0
yaar aik dafa gif paaey mairi aik dost ny kaha kay yaar yahaan aesi lag raha hi jaesay kidney pain ho raha ho,0
mairi kartuto ka koi jawaab nahi,0
hn na dilaasay nahi deny chaaheeey na,0
kya bat hoey ha ki nay ki ha koi bat,0
student shukr h aaj urdu kay teacher ni ai lecture free hoga,0
ali zafqr kaun ub,0
chaahta hu okay aap grammy award okay leeey nominate hon agli saal,0
bharrway ganjay okay dallaal,0
your is behavior matlab okay itni insult animal kay uf wajiiii yih ummeed na tum say,0
kitna achchha dash chal raha tha hamaara aur ab kya ho raha hai kuchh kriye baat kriye aur j sab khatm karain,0
mughees ziyaadah piyaara ha pata chal gaya,0
sir mairi complaint pae pahlay month kisi any kuchh nai kya laikin jab any complaint number okay saath khaan sab ko twitter pae tag kya next day mairi complaint ko relief granted kar okay close kar diya laikin kisi any aa okay daikha tak nai okay masla kya ha,0
aap ko copy righgs ni mil rahay kya,0
bhott achchhi banay hai aap ny are ny,0
aaj kay bad without chooza kisi ko gali ni dy ga promise kya ha you ny,0
koi ni shukriyah abh ani hi video,0
carry dunya bahut hi front you,0
ab ummeed be nahi rahi baaqi,0
mairi ami kahti hain main kamzor ho gaya,0
whatsoever you say aik never disappoint cause game changer pakistani nation insh shah allaah,0
koi chahry ka deewaanah hai koi akhlaaq ka manzil sab ki matlab piyaar kaun karta hai,0
haha except inka rona din rat baraabar hatta h,0
yaaron mubaarak shonay maamoon ko are piyaari behnar cute nephewk lie duaaein allahpak khushiyaan mubaarak karain kisi ki nazar na lagay ameen,0
phir rat saaey pqrhna shuru karoon ga,0
bataao kaun hai without,0
haana ab kal ka jalaibi tairi taraf say,0
without thick ha magar khaan sab ny gasoline bahut mahnga kar diya ha,0
achchha without dasky ki hain milna pre ga ab,0
chapaati bhi saalan main ddal di,0
barra contact hi aapka sab saaey,0
aapko pata h hamaari language main meer bharrway ko kahtay hn,0
khar baat hazm hone wali to nahi phir bhi aap kahti ho to ttheek hai,0
optional subject microbiology rakhnay ka soch rahi hon poochhna yih tha okay data easily mil jata iska aur lab work zaroori ni parrhnay okay leeey,0
lagta hai daanish ki tarh aapkay khwaab main abba nahi aatay warnah shaayad kuchh sharm dilaa daitay without congrts award,0
ki ny mar diya aapko,0
drama ni dikha ny,0
main harra jaesay ttootta hoa ho sitaarah toonay mairay janah kabhi nah jana,0
waah,0
sai ho ga doctor sab,0
ahu ahu per chief minister nahi without dgisi bannay ki safarish kar raha tha dobaarah check karo,0
karna qasam saaey rooh nikal jaati hai,0
ab to ghar waalay bhi tang kar mobile use karnay par bolnay lag gaya hai,0
weldone bahan,0
farq sirf itna hai okay tairay paas sirf tairay maan ki duaaein hai jab okay imraan khaan okay saath mulk ki laakhon maaaon ki duaiin hain,0
jitna gandah tareen geo news hai saaey ghattya medium channel nahi daikhaa,0
ham kaun sa bury haen,0
yes alizy video h apun okay father,0
insha allaah defeat modi ki qismat main ha,0
mujhay laga mairay man ki baat ha,0
haaey ab mairay say friendship nai karay ga yih,0
itnay log message kartay hain aap ko apun ko koi nahi karta apun kay leeey sharm ka maqaam hai,0
ab pappu hi shy pampu ka pata nahi tha trend karna hi na ab ki ki ko pampu samjhayeyn ge,0
ayr yih gai ball boundary saaey bahar,0
yih roz roz name kyoon change ho raha hi kabhi qaisrani sab kabhi sumi kabhi kami kabhi doughnut tu kabhi peanut,0
kuraan phadne ko bol rhaa hai tu hi phad doctorofphilosophy kar you par achchhay say,0
kal saaey bahut dukhi hain aap kya bat hai,0
agreed sir samjhaao kaun,0
think dunya taiz ho gae hi yih fb tweeter install pi logon ki itni brhmar hi okay sab aasaani mil jita hi you milnay ki qadarr kya khaak honi,0
ji laikin aap ny post ghaur say nahi parrhi shaayad bano qudsia ki quotation men okay agar ghalati na bhi ho bhi muaafi maang laini chaahay mairi ray bat par thi jo aap kh rahay without bhi bilkul durust,0
